Date,Open,High,Low,Close,Volume
2010-10-20,15.114472622240728,15.344120409801285,15.098567270120395,15.110496520996094,140862996
2010-10-21,15.198229103908448,15.309821348320344,15.061285662637538,15.210159301757812,116703180
2010-10-22,15.208418514753587,15.280495057282636,15.161943214613535,15.223580360412598,90153756
2010-10-25,15.299631660816567,15.527042291260775,15.28422261155127,15.322248458862305,126209664
2010-10-26,15.23774774814245,15.43980720061962,15.18630089744845,15.374442100524902,100415484
2010-10-27,15.304105586154217,15.409236424481007,15.218608995998693,15.321502685546875,89586324
2010-10-28,15.410478381286815,15.434089677993457,15.24271684581137,15.373944282531738,87284628
2010-10-29,15.33641554054656,15.38438258988673,15.235012645110627,15.25265884399414,91040868
2010-11-01,15.303112778919559,15.425640730183098,15.190774179569916,15.284969329833984,123360516
2010-11-02,15.376181780182067,15.409237977214199,15.274530730347495,15.299880981445312,79824096
2010-11-03,15.347103791155913,15.454718994586987,15.247688941808207,15.413710594177246,135084780
2010-11-04,15.524556624795734,15.655784059447925,15.4614277338138,15.515359878540039,142689168
2010-11-05,15.488270302620625,15.545682248204933,15.436823455909389,15.535492897033691,70557372
2010-11-08,15.509147927281848,15.645097822011923,15.487029324471203,15.577495574951172,83967948
2010-11-09,15.65777390302026,15.678898954717178,15.421912852366875,15.529031753540039,89398512
2010-11-10,15.460932539564238,15.483798436991302,15.347351294453912,15.480815887451172,99780120
2010-11-11,15.40178093283243,15.405508883030315,15.265334735307642,15.339398384094238,90373536
2010-11-12,15.259866460703089,15.332190207955238,14.942236777839128,14.993932723999023,135584280
2010-11-15,14.988713416098518,15.011579313841482,14.764285321164847,14.799578666687012,139016844
2010-11-16,14.732224578422372,14.859723127026154,14.500837832438272,14.507548332214355,132163704
2010-11-17,14.539360392458756,14.651200788390707,14.449141349132065,14.503321647644043,97602300
2010-11-18,14.638774752224098,14.911667127803984,14.62783905356712,14.826667785644531,103496400
2010-11-19,14.837605466681156,14.859724070947276,14.672080110737166,14.684258460998535,91808100
2010-11-22,14.600749049851359,14.74912544623184,14.483439852368319,14.693949699401855,87376536
2010-11-23,14.58931734540751,14.6390242963714,14.370356147435238,14.48990249633789,86417496
2010-11-24,14.596772041394898,14.827662486783867,14.59031063986873,14.787151336669922,95760144
2010-11-26,14.675059625347004,14.737691267371432,14.589066732237049,14.663627624511719,52391556
2010-11-29,14.643000618232065,14.658658767385175,14.413850064883754,14.467534065246582,114273612
2010-11-30,14.273922880067099,14.273922880067099,13.75174941133939,13.81139850616455,284411304
2010-12-01,13.992581039858937,14.205576176848355,13.977668292587486,14.02613353729248,150013836
2010-12-02,14.13325213668906,14.249318676136776,14.05098624511697,14.21178913116455,101814084
2010-12-03,14.152888375469724,14.327608587060954,14.116850573696897,14.241118431091309,105142752
2010-12-06,14.429260025455024,14.464800576344073,14.330839674092333,14.374332427978516,83668248
2010-12-07,14.69519296214844,14.738189411313064,14.56421461687402,14.592547416687012,121566312
