Date,Open,High,Low,Close,Volume
2010-10-20,9.276213891147526,9.433819468913681,9.212271597262763,9.322144508361816,721624400
2010-10-21,9.37708099652682,9.448528887706972,9.21016937900774,9.291824340820312,551460000
2010-10-22,9.278320204981545,9.307439993916388,9.195165355408847,9.2302885055542,372778000
2010-10-25,9.278918451377573,9.354267865135425,9.259404527603078,9.27141284942627,392462000
2010-10-26,9.212275031647119,9.298432747547729,9.17564964546207,9.247698783874512,392929600
2010-10-27,9.235689890389958,9.303234700944827,9.174148439510445,9.241093635559082,399002800
2010-10-28,9.244697024388765,9.246198465800429,9.033056312002001,9.16334342956543,551051200
2010-10-29,9.133019394825022,9.182552513657502,9.032151107490442,9.035453796386719,430511200
2010-11-01,9.072679195052029,9.17414710133406,9.072078779009704,9.131518363952637,423889200
2010-11-02,9.21617684525233,9.311940413102263,9.21617684525233,9.287023544311523,433930000
2010-11-03,9.347365668931516,9.392696693613344,9.262108968900822,9.390295028686523,508348400
2010-11-04,9.46984637155919,9.611841977627497,9.457237633095033,9.554503440856934,642488000
2010-11-05,9.546095865302679,9.593527126630585,9.508870874474981,9.520277976989746,361253200
2010-11-08,9.522381329213207,9.599532794205393,9.50917217497875,9.565010070800781,281758400
2010-11-09,9.63795496341489,9.645460562646303,9.441323975369096,9.488755226135254,383544000
2010-11-10,9.505566114098974,9.56950920250381,9.412803865248815,9.547294616699219,384227200
2010-11-11,9.456334995520427,9.55840410616272,9.433819797680123,9.505868911743164,361284000
2010-11-12,9.486354698065032,9.501364295077703,9.115006654477384,9.24709415435791,795846800
2010-11-15,9.260006406551408,9.322448081243563,9.194262042310232,9.217377662658691,403606000
2010-11-16,9.177749354382254,9.234186857618003,8.985620234047785,9.053766250610352,657650000
2010-11-17,9.042059446223979,9.125815486254169,8.938790284189109,9.021045684814453,479449600
2010-11-18,9.162138590261245,9.296328767252053,9.14682918393518,9.259103775024414,494491200
2010-11-19,9.245296707750821,9.258205253954287,9.163341908666332,9.2080717086792,384843200
2010-11-22,9.206569525623182,9.4071044921875,9.182253876338141,9.4071044921875,393075200
2010-11-23,9.319745258126215,9.358772304536492,9.202967132627398,9.268110275268555,519447600
2010-11-24,9.366275993819771,9.46834512396492,9.358771995270445,9.450332641601562,413725200
2010-11-26,9.418514412646214,9.537394429511995,9.394498563414041,9.456339836120605,237585600
2010-11-29,9.471347860492573,9.530787458192933,9.347665335722336,9.512475967407227,445785200
2010-11-30,9.412506031889757,9.437123087985507,9.33235249963674,9.340758323669434,501858000
2010-12-01,9.464441343328678,9.538891328537813,9.456336127655296,9.498364448547363,461750800
2010-12-02,9.532285656965321,9.576415028101312,9.453032352574208,9.550898551940918,462837200
2010-12-03,9.51667634121929,9.565908850872441,9.496562805663292,9.529584884643555,342092800
2010-12-06,9.565610870228848,9.676385641347869,9.559006292846952,9.610941886901855,448481600
2010-12-07,9.72051076159454,9.72621350985178,9.549996664807113,9.552698135375977,391454000
2010-12-08,9.595328041856549,9.637056552103306,9.519678032433886,9.63675594329834,321935600
2010-12-09,9.670380776922883,9.68148727200389,9.577017278612182,9.59923267364502,294151200
2010-12-10,9.595928619574135,9.63795693771073,9.564407180565814,9.623247146606445,262511200
2010-12-13,9.737625804257194,9.758339758335849,9.63645769819905,9.656570434570312,439815600
2010-12-14,9.658371018438375,9.682687465328819,9.576415437877348,9.615141868591309,351008000
2010-12-15,9.606437382452075,9.696498196351236,9.582121732258006,9.6172456741333,417312000
2010-12-16,9.639159531257034,9.684790353712081,9.609440136430715,9.643962860107422,322030800
2010-12-17,9.65536864304505,9.660171970839253,9.613340326469237,9.624748229980469,386929200
2010-12-20,9.654471557747597,9.704005495025743,9.553304230483322,9.672783851623535,385610400
2010-12-21,9.696497846866684,9.73822556287177,9.667979284900323,9.732522010803223,256354000
2010-12-22,9.737328107084723,9.778155611366596,9.713011649232211,9.761343955993652,265921600
2010-12-23,9.75653828727053,9.761041006984254,9.70160141929456,9.714509963989258,223157200
2010-12-27,9.691990266806439,9.769742107758372,9.652063017477786,9.746926307678223,249816000
2010-12-28,9.78385540003654,9.806370600434803,9.75833892110048,9.770647048950195,175924000
2010-12-29,9.793159761181974,9.800064945175635,9.759537270788876,9.765241622924805,163139200
2010-12-30,9.770952510450957,9.771852734208533,9.6980039243751,9.716316223144531,157494400
2010-12-31,9.69499915058348,9.71090977941632,9.645765822740541,9.6832914352417,193508000
2011-01-03,9.775754975788432,9.914447940725447,9.751739124350419,9.893733978271484,445138400
2011-01-04,9.979888631428421,9.981689879851146,9.851102174886478,9.945365905761719,309080800
2011-01-05,9.893130114524599,10.036926167317263,9.891628673419461,10.026719093322754,255519600
2011-01-06,10.048331295113428,10.064241917011291,9.993695046791547,10.018611907958984,300428800
2011-01-07,10.026419433826323,10.097266933467267,9.963677151076865,10.090362548828125,311931200
2011-01-10,10.171715928821166,10.303804257084904,10.121882998500519,10.280388832092285,448560000
2011-01-11,10.353335106125824,10.355735968057338,10.190926215533295,10.256070137023926,444108000
2011-01-12,10.304407647877591,10.339830600058633,10.26688203658295,10.339529991149902,302590400
2011-01-13,10.361741746940467,10.406171728028442,10.32241570251622,10.377351760864258,296780400
2011-01-14,10.383657694377725,10.461409568786621,10.340128733192097,10.461409568786621,308840000
2011-01-18,9.892228749277029,10.349735393833738,9.786557921133685,10.22635269165039,1880998000
2011-01-19,10.457505376777592,10.465010977433604,10.113176026592372,10.172015190124512,1135612800
2011-01-20,10.099668185174934,10.155805888242023,9.910241314040201,9.987092971801758,764789200
2011-01-21,10.01981172641192,10.053134410193158,9.805468046068055,9.808170318603516,754401200
2011-01-24,9.812678032458887,10.130290985107422,9.808174510182987,10.130290985107422,574683200
2011-01-25,10.096665036588815,10.25006771484217,10.043829231053023,10.248866081237793,546868000
2011-01-26,10.295701047185352,10.374954380236133,10.251872268995161,10.322419166564941,506875600
2011-01-27,10.320315039434815,10.347633568990512,10.291796479398622,10.303203582763672,285026000
2011-01-28,10.332020358799538,10.338924740451427,10.012606332487003,10.089756965637207,592057200
2011-01-31,10.080753447646138,10.208039230674693,10.035723852343919,10.186424255371094,377246800
2011-02-01,10.24586292103252,10.376449767663788,10.23625626694985,10.357837677001953,426633200
2011-02-02,10.340429976103298,10.364445016326549,10.31341125219901,10.336526870727539,258955200
2011-02-03,10.320918538001827,10.334127695091679,10.163312884577776,10.310111045837402,393797600
2011-02-04,10.31611390998443,10.407975978574616,10.312211605783574,10.401971817016602,321840400
2011-02-07,10.44369936020655,10.604606879112577,10.436194559198224,10.563480377197266,485021600
2011-02-08,10.617515996154992,10.672752677102837,10.571585364449934,10.663146018981934,381040800
